ID,Costo,Descuento,Peso,Tiempo_Exacto
2410,180,6,1811,1
2411,274,57,3332,1
2412,233,48,3341,1
2413,254,2,3239,1
2414,153,3,1347,1
2415,175,64,1860,1
2416,207,35,2184,1
2417,153,6,1314,1
2418,228,65,3943,1
2419,96,50,1186,1
2420,241,39,3798,1
2421,249,28,2846,1
2422,188,25,3992,1
2423,154,4,1009,1
2424,226,53,3154,1
2425,250,14,2064,1
2426,150,46,1431,1
2427,267,16,2913,1
2428,223,35,2715,1
2429,192,41,3873,1
2430,143,58,1785,1
2431,113,19,1660,1
2432,135,39,1549,1
2433,189,56,2646,1
2434,245,13,3775,1
2435,181,29,2217,1
2436,207,37,2460,1
2437,169,19,1183,1
2438,206,65,2598,1
2439,117,44,1192,1
2440,115,42,1247,1
2441,149,63,1196,1
2442,133,3,1403,1
2443,271,22,2595,1
2444,116,3,1688,1
2445,139,64,1857,1
2446,216,35,2567,1
2447,165,37,1234,1
2448,286,31,3774,1
2449,136,13,1446,1
2450,225,48,2767,1
2451,163,27,1639,1
2452,272,61,2857,1
2453,135,24,1292,1
2454,184,64,3812,1
2455,219,28,2164,1
2456,249,53,2323,1
2457,142,46,1694,1
2458,137,47,1023,1
2459,168,37,1717,1
2460,165,32,1798,1
2461,199,4,3553,1
2462,246,27,3648,1
2463,224,43,2336,1
2464,216,54,2075,1
2465,167,3,1140,1
2466,182,14,3413,1
2467,126,37,1697,1
2468,170,48,1299,1
2469,148,2,1805,1
2470,141,61,1875,1
2471,169,14,1497,1
2472,143,12,1802,1
2473,156,60,1553,1
2474,241,19,2193,1
2475,212,13,2307,1
2476,265,30,2293,1
2477,243,60,2980,1
2478,209,15,3330,1
2479,229,21,2688,1
2480,257,45,3496,1
2481,209,49,3893,1
2482,142,23,1897,1
2483,208,12,3181,1
2484,167,15,1278,1
2485,266,16,2334,1
2486,210,44,3382,1
2487,147,49,1447,1
2488,132,8,1665,1
2489,269,21,3716,1
2490,148,48,1099,1
2491,268,32,3675,1
2492,156,43,1301,1
2493,222,63,3506,1
2494,151,31,1365,1
2495,236,28,3652,1
2496,229,12,3049,1
2497,261,42,2664,1
2498,229,6,3757,1
2499,205,60,2317,1
2500,240,8,3883,1
2501,209,59,2622,1
2502,252,35,2526,1
2503,140,48,1102,1
2504,156,57,1842,1
2505,190,33,3448,1
2506,138,5,1853,1
2507,243,35,2899,1
2508,183,58,3027,1
2509,190,26,3244,1
2510,235,27,2451,1
2511,143,63,1953,1
2512,176,45,1470,1
2513,178,39,1498,1
2514,270,59,3706,1
2515,141,7,1479,1
2516,220,8,3342,1
2517,264,56,3482,1
2518,150,48,1256,1
2519,175,4,1519,1
2520,223,19,3356,1
2521,162,12,1583,1
2522,221,42,2972,1
2523,216,40,2668,1
2524,133,9,1724,1
2525,191,3,2353,1
2526,156,39,1483,1
2527,252,30,2669,1
2528,198,2,3417,1
2529,139,21,1033,1
2530,255,19,1551,1
2531,141,23,1689,1
2532,151,39,1458,1
2533,236,54,3976,1
2534,229,46,3223,1
2535,261,6,2787,1
2536,229,11,3614,1
2537,205,58,2522,1
2538,240,33,3489,1
2539,209,62,3532,1
2540,252,21,2070,1
2541,140,30,1547,1
2542,156,1,1147,1
2543,190,11,2976,1
2544,138,49,1078,1
2545,243,43,2866,1
2546,183,10,2621,1
2547,190,32,2931,1
2548,235,61,3451,1
2549,143,2,1323,1
2550,176,34,1856,1
2551,178,11,1481,1
2552,270,46,2716,1
2553,141,10,1340,1
2554,220,63,3109,1
2555,264,23,2837,1
2556,150,29,1934,1
2557,175,32,1848,1
2558,223,35,3437,1
2559,162,25,1764,1
2560,221,13,2219,1
2561,216,5,3137,1
2562,133,53,1674,1
2563,191,45,3714,1
2564,156,33,1836,1
2565,252,43,3273,1
2566,198,15,3250,1
2567,139,62,1180,1
2568,255,55,1663,1
2569,141,8,1495,1
2570,263,63,1254,1
2571,179,41,1892,1
2572,212,21,1014,1
2573,282,51,1362,1
2574,165,33,1500,1
2575,189,63,3474,1
2576,157,60,1407,1
2577,167,14,1420,1
2578,175,42,1668,1
2579,150,64,1777,1
2580,128,28,1247,1
2581,236,24,3679,1
2582,162,58,1708,1
2583,230,48,3743,1
2584,225,60,2130,1
2585,285,16,2223,1
2586,246,31,2415,1
2587,196,6,2718,1
2588,211,33,3955,1
2589,197,4,3621,1
2590,203,37,3531,1
2591,161,10,1928,1
2592,266,62,2201,1
2593,190,32,2774,1
2594,140,42,1465,1
2595,274,61,3402,1
2596,168,59,1717,1
2597,189,61,2203,1
2598,231,56,2714,1
2599,189,14,3318,1
2600,220,38,2368,1
2601,190,23,3960,1
2602,238,30,3423,1
2603,220,33,2897,1
2604,194,44,2651,1
2605,203,29,3261,1
2606,258,21,3446,1
2607,151,3,1273,1
2608,218,52,2149,1
2609,265,6,2452,1
2610,157,31,1712,1
2611,214,20,2009,1
2612,221,14,2932,1
2613,149,37,1699,1
2614,273,6,2126,1
2615,253,31,3836,1
2616,102,3,1341,1
2617,258,56,3186,1
2618,273,9,3383,1
2619,187,54,2191,1
2620,151,30,1377,1
2621,120,13,1240,1
2622,254,56,3463,1
2623,149,43,1005,1
2624,152,26,1464,1
2625,187,53,3172,1
2626,170,34,1512,1
2627,156,20,1305,1
2628,228,63,3401,1
2629,272,51,2719,1
2630,140,6,1435,1
2631,185,27,3624,1
2632,167,5,1772,1
2633,244,49,3914,1
2634,229,33,2815,1
2635,273,25,3717,1
2636,204,30,3774,1
2637,154,10,1711,1
2638,254,33,2542,1
2639,151,40,1173,1
2640,242,61,3688,1
2641,137,14,1796,1
2642,163,41,1634,1
2643,143,16,1343,1
2644,196,11,3244,1
2645,264,38,3877,1
2646,217,2,2692,1
2647,124,59,1959,1
2648,269,61,3542,1
2649,135,47,1840,1
2650,192,46,3206,1
2651,274,42,2430,1
2652,162,25,1316,1
2653,158,20,1431,1
2654,225,59,2270,1
2655,150,16,1738,1
2656,154,57,1117,1
2657,181,34,3306,1
2658,272,44,2548,1
2659,160,58,1496,1
2660,145,37,1993,1
2661,143,5,1027,1
2662,201,59,2925,1
2663,242,62,3997,1
2664,151,38,1001,1
2665,199,25,3705,1
2666,178,9,1006,1
2667,138,49,1923,1
2668,162,38,1407,1
2669,154,33,1101,1
2670,206,56,2069,1
2671,246,4,3617,1
2672,233,47,3606,1
2673,251,33,2906,1
2674,165,61,1313,1
2675,183,32,3709,1
2676,109,30,1597,1
2677,209,7,2675,1
2678,168,50,1486,1
2679,210,19,3920,1
2680,185,41,3787,1
2681,243,58,2758,1
2682,258,55,2777,1
2683,279,56,2697,1
2684,160,57,1833,1
2685,185,35,3648,1
2686,271,24,3499,1
2687,273,31,2229,1
2688,208,23,2100,1
2689,137,20,1823,1
2690,198,56,3135,1
2691,236,64,3231,1
2692,133,18,1134,1
2693,191,12,3676,1
2694,202,51,3551,1
2695,162,47,1727,1
2696,224,14,2959,1
2697,191,65,3082,1
2698,272,31,2438,1
2699,269,7,2538,1
2700,179,30,1076,1
2701,225,56,2596,1
2702,132,6,1185,1
2703,244,52,3118,1
2704,185,62,2849,1
2705,257,64,3103,1
2706,253,63,3788,1
2707,174,5,1502,1
2708,200,34,2199,1
2709,150,8,1745,1
2710,137,9,1347,1
2711,181,29,2981,1
2712,246,13,2652,1
2713,237,48,2057,1
2714,226,55,2465,1
2715,225,51,2892,1
2716,268,20,2731,1
2717,146,41,1140,1
2718,159,2,1048,1
2719,135,38,1829,1
2720,134,45,1946,1
2721,210,3,2742,1
2722,238,13,2042,1
2723,214,34,3446,1
2724,204,35,2725,1
2725,227,5,3100,1
2726,253,18,2849,1
2727,126,3,1364,1
2728,208,20,2759,1
2729,179,48,1943,1
2730,132,62,1909,1
2731,144,56,1496,1
2732,236,58,3360,1
2733,235,17,3715,1
2734,254,29,3885,1
2735,144,43,1027,1
2736,272,27,2415,1
2737,191,17,3675,1
2738,177,60,1159,1
2739,226,46,3149,1
2740,132,12,1493,1
2741,121,60,1577,1
2742,171,40,1021,1
2743,178,12,1900,1
2744,132,10,1767,1
2745,249,43,3078,1
2746,159,47,1547,1
2747,171,34,1029,1
2748,150,6,1775,1
2749,178,1,1165,1
2750,192,25,2152,1
2751,214,50,3628,1
2752,225,45,3162,1
2753,167,23,1691,1
2754,245,4,2769,1
2755,138,60,1366,1
2756,173,64,1847,1
2757,98,48,1635,1
2758,231,44,3688,1
2759,149,50,1346,1
2760,206,28,2892,1
2761,264,34,3441,1
2762,193,23,2728,1
2763,263,4,1092,1
2764,191,16,2277,1
2765,177,48,1920,1
2766,226,50,2348,1
2767,132,16,1731,1
2768,121,62,1505,1
2769,171,34,1352,1
2770,178,43,1517,1
2771,132,44,1692,1
2772,249,26,3897,1
2773,159,39,1477,1
2774,171,14,1554,1
2775,150,43,1831,1
2776,178,19,1906,1
2777,192,36,3634,1
2778,214,6,2924,1
2779,225,17,3516,1
2780,167,43,1619,1
2781,245,60,2178,1
2782,138,65,1530,1
2783,173,61,1609,1
2784,98,60,1057,1
2785,231,24,3811,1
2786,149,51,1425,1
2787,206,21,3746,1
2788,264,34,2960,1
2789,193,12,3730,1
2790,263,51,1657,1
2791,282,63,1173,1
2792,193,55,2758,1
2793,171,11,1594,1
2794,212,19,2703,1
2795,159,44,1213,1
2796,102,57,1220,1
2797,145,29,1690,1
2798,225,43,2585,1
2799,174,12,1358,1
2800,223,25,3148,1
2801,185,36,3501,1
2802,245,6,2717,1
2803,99,63,1223,1
2804,141,35,1417,1
2805,222,16,2518,1
2806,192,64,3233,1
2807,187,42,3621,1
2808,216,26,2431,1
2809,146,13,1790,1
2810,207,20,3419,1
2811,225,6,2010,1
2812,230,15,2302,1
2813,173,37,1990,1
2814,127,54,1239,1
2815,214,28,3869,1
2816,161,59,1454,1
2817,262,37,3523,1
2818,157,1,1798,1
2819,164,9,1803,1
2820,174,11,1577,1
2821,188,39,2424,1
2822,141,4,1297,1
2823,134,64,1785,1
2824,147,65,1738,1
2825,180,27,1551,1
2826,225,55,2259,1
2827,172,11,1522,1
2828,131,5,1718,1
2829,270,47,3487,1
2830,172,56,1103,1
2831,198,33,2129,1
2832,167,21,1637,1
2833,168,1,1885,1
2834,165,34,1831,1
2835,149,40,1974,1
2836,186,24,3262,1
2837,151,47,1682,1
2838,146,30,1569,1
2839,232,54,2526,1
2840,177,22,1698,1
2841,149,19,1665,1
2842,180,3,1518,1
2843,172,40,1446,1
2844,160,44,1054,1
2845,206,28,2822,1
2846,146,9,1685,1
2847,257,24,2130,1
2848,219,27,3430,1
2849,274,55,3416,1
2850,177,36,1249,1
2851,209,57,3741,1
2852,207,2,3242,1
2853,153,27,1613,1
2854,158,61,1507,1
2855,261,52,3340,1
2856,182,41,2047,1
2857,128,53,1530,1
2858,178,6,1184,1
2859,198,37,2555,1
2860,137,46,1299,1
2861,168,41,1515,1
2862,248,36,3276,1
2863,225,29,2411,1
2864,239,35,2107,1
2865,256,43,3658,1
2866,109,23,1479,1
2867,274,59,3436,1
2868,157,65,1951,1
2869,125,12,1212,1
2870,203,20,2421,1
2871,120,55,1534,1
2872,194,21,2695,1
2873,257,58,2269,1
2874,233,39,2291,1
2875,193,1,2775,1
2876,202,34,2936,1
2877,270,30,2720,1
2878,240,12,2723,1
2879,224,63,2085,1
2880,195,19,2878,1
2881,165,47,1639,1
2882,164,3,1124,1
2883,105,58,1304,1
2884,248,9,2616,1
2885,269,62,3950,1
2886,253,36,2591,1
2887,231,60,3755,1
2888,164,39,1532,1
2889,176,14,1705,1
2890,149,17,1990,1
2891,187,16,3781,1
2892,150,53,1319,1
2893,190,18,2715,1
2894,226,42,3077,1
2895,98,32,1539,1
2896,152,6,1800,1
2897,173,34,1575,1
2898,160,65,1861,1
2899,180,22,1261,1
2900,175,12,1817,1
2901,274,6,2986,1
2902,216,4,2263,1
2903,283,18,3077,1
2904,192,19,2944,1
2905,236,43,2584,1
2906,232,46,2835,1
2907,204,20,3135,1
2908,138,46,1436,1
2909,154,29,1016,1
2910,244,17,3125,1
2911,144,48,1867,1
2912,274,19,3076,1
2913,182,54,3972,1
2914,250,53,3352,1
2915,207,14,2945,1
2916,242,54,3011,1
2917,154,37,1671,1
2918,176,53,1472,1
2919,252,18,3701,1
2920,147,32,1666,1
2921,157,1,1306,1
2922,257,37,3517,1
2923,172,6,1261,1
2924,134,22,1629,1
2925,152,48,1212,1
2926,161,57,1918,1
2927,269,47,3033,1
2928,164,64,1689,1
2929,114,60,1746,1
2930,213,7,2709,1
2931,255,60,2777,1
2932,135,28,1329,1
2933,155,7,1434,1
2934,273,32,2532,1
2935,135,15,1008,1
2936,170,29,1188,1
2937,138,15,1181,1
2938,213,53,3502,1
2939,156,55,1619,1
2940,139,47,1241,1
2941,263,6,2715,1
2942,160,53,1850,1
2943,148,39,1402,1
2944,259,45,3761,1
2945,273,60,3384,1
2946,212,9,2521,1
2947,144,46,1110,1
2948,193,64,2867,1
2949,198,44,3706,1
2950,207,45,3770,1
2951,236,10,2030,1
2952,165,7,1702,1
2953,162,3,1693,1
2954,184,63,3609,1
2955,145,48,1834,1
2956,228,27,3473,1
2957,213,12,2522,1
2958,146,1,1162,1
2959,220,39,2459,1
2960,231,49,3441,1
2961,212,56,3337,1
2962,202,48,2213,1
2963,208,39,2905,1
2964,200,46,2460,1
2965,250,37,2736,1
2966,126,29,1192,1
2967,222,42,2762,1
2968,236,61,3140,1
2969,165,4,1484,1
2970,162,17,1700,1
2971,184,37,3436,1
2972,145,6,1965,1
2973,228,46,3306,1
2974,213,27,2581,1
2975,146,18,1289,1
2976,220,2,3886,1
2977,231,39,3792,1
2978,212,34,2750,1
2979,202,38,2651,1
2980,208,62,3450,1
2981,200,4,3791,1
2982,250,8,3617,1
2983,126,63,1141,1
2984,222,49,3697,1
2985,273,6,1771,1
2986,161,20,1338,1
2987,236,10,1347,1
2988,281,8,1864,1
2989,168,7,1298,1
2990,206,62,1137,1
2991,144,5,1294,1
2992,239,19,2988,1
2993,129,52,1513,1
2994,201,46,3498,1
2995,160,55,1911,1
2996,130,60,1971,1
2997,132,58,1067,1
2998,185,36,2583,1
2999,271,4,2718,1
3000,168,20,1539,1
3001,154,50,1389,1
3002,203,4,3114,1
3003,274,4,2087,1
3004,280,19,3298,1
3005,196,51,3151,1
3006,159,63,1675,1
3007,269,15,2522,1
3008,161,52,1199,1
3009,159,44,1806,1
3010,147,21,1145,1
3011,214,4,3754,1
3012,157,12,1038,1
3013,147,19,1936,1
3014,182,11,3545,1
3015,188,12,2711,1
3016,104,1,1021,1
3017,195,55,2641,1
3018,235,64,2107,1
3019,219,21,3830,1
3020,253,36,3389,1
3021,253,57,2489,1
3022,167,42,1197,1
3023,211,39,2520,1
3024,155,4,1548,1
3025,231,23,2455,1
3026,182,61,3063,1
3027,212,56,3547,1
3028,107,13,1861,1
3029,172,61,1161,1
3030,224,40,2180,1
3031,209,37,3650,1
3032,268,46,3076,1
3033,141,9,1909,1
3034,260,17,3068,1
3035,151,10,1441,1
3036,184,27,3276,1
3037,270,52,3908,1
3038,135,20,1908,1
3039,276,3,3889,1
3040,177,23,1142,1
3041,149,64,1920,1
3042,220,19,3602,1
3043,267,53,3742,1
3044,274,50,3958,1
3045,243,10,3327,1
3046,166,44,1647,1
3047,225,1,2049,1
3048,138,40,1117,1
3049,141,38,1599,1
3050,271,16,2693,1
3051,243,35,2374,1
3052,231,53,2333,1
3053,168,34,1779,1
3054,264,61,2025,1
3055,233,26,2624,1
3056,247,17,3630,1
3057,176,4,1095,1
3058,257,31,2040,1
3059,147,18,1613,1
3060,195,6,3936,1
3061,153,57,1264,1
3062,237,28,3903,1
3063,217,7,3725,1
3064,140,48,1322,1
3065,164,2,1439,1
3066,243,27,2052,1
3067,158,41,1137,1
3068,180,10,1200,1
3069,139,64,1814,1
3070,162,8,1386,1
3071,206,18,3104,1
3072,238,19,2196,1
3073,254,4,3297,1
3074,270,38,3669,1
3075,255,18,3732,1
3076,182,13,3332,1
3077,149,7,1145,1
3078,221,22,3075,1
3079,135,60,1026,1
3080,188,14,2074,1
3081,194,47,2256,1
3082,134,29,1010,1
3083,210,29,3142,1
3084,169,22,1322,1
3085,147,52,1040,1
3086,213,21,3585,1
3087,223,64,3595,1
3088,233,60,2671,1
3089,218,1,2990,1
3090,219,27,3684,1
3091,145,44,1212,1
3092,257,44,3370,1
3093,238,59,3375,1
3094,145,32,1673,1
3095,243,36,2111,1
3096,179,18,1369,1
3097,188,25,2033,1
3098,168,53,1782,1
3099,157,58,1252,1
3100,172,32,1943,1
3101,195,37,3690,1
3102,225,59,3488,1
3103,227,24,2749,1
3104,159,46,1857,1
3105,273,56,2633,1
3106,214,3,3234,1
3107,175,34,1005,1
3108,213,39,2857,1
3109,190,12,3115,1
3110,265,40,2637,1
3111,146,12,1899,1
3112,229,44,2419,1
3113,195,47,2439,1
3114,151,34,1652,1
3115,217,1,3133,1
3116,134,14,1716,1
3117,195,42,3814,1
3118,142,29,1420,1
3119,182,1,3624,1
3120,155,48,1043,1
3121,238,34,2726,1
3122,182,49,3198,1
3123,237,22,2231,1
3124,222,24,3503,1
3125,177,45,1664,1
3126,197,41,3280,1
3127,224,48,3672,1
3128,193,19,3097,1
3129,169,24,1740,1
3130,248,15,2983,1
3131,246,50,3618,1
3132,232,55,2686,1
3133,251,21,2476,1
3134,163,58,1443,1
3135,201,4,5916,1
3136,141,8,5031,0
3137,219,4,5956,0
3138,161,7,4245,0
3139,225,5,4622,0
3140,277,1,4186,1
3141,256,3,4732,0
3142,153,1,4597,1
3143,135,4,4651,1
3144,253,7,5085,0
3145,139,5,5335,0
3146,136,1,4971,0
3147,172,7,4883,0
3148,272,6,4559,0
3149,207,1,5632,1
3150,134,4,5958,0
3151,238,3,4943,0
3152,274,3,4167,1
3153,237,8,5695,0
3154,153,2,5455,0
3155,223,8,4974,1
3156,149,1,5040,1
3157,132,7,4013,1
3158,246,7,5616,0
3159,159,4,5547,1
3160,162,10,5429,0
3161,123,5,4292,0
3162,231,9,5558,0
3163,213,9,4862,0
3164,160,1,5834,0
3165,225,5,5060,1
3166,178,3,4811,0
3167,273,5,5055,0
3168,129,9,4342,1
3169,273,9,1198,1
3170,161,8,1247,0
3171,139,3,5824,1
3172,136,6,4002,1
3173,172,1,4201,0
3174,272,7,5927,0
3175,207,3,4909,1
3176,134,6,4444,1
3177,238,3,4388,1
3178,274,1,5622,0
3179,237,8,5588,0
3180,153,7,5305,0
3181,223,7,4026,1
3182,149,9,5412,0
3183,132,6,5721,1
3184,246,5,4710,0
3185,159,4,4666,1
3186,162,10,4842,0
3187,123,10,4231,0
3188,231,6,5755,0
3189,213,2,4847,0
3190,160,2,5141,1
3191,225,8,4195,0
3192,178,3,5540,0
3193,273,2,4374,0
3194,129,7,5197,1
3195,273,1,1293,0
3196,161,3,1747,1
3197,206,5,1149,0
3198,296,1,1678,0
3199,249,6,1887,0
3200,301,6,1931,0
3201,296,4,1991,0
3202,205,2,1648,0
3203,132,9,4355,1
3204,223,5,4282,0
3205,190,2,4312,0
3206,194,1,4331,0
3207,176,2,5138,0
3208,227,8,4388,0
3209,149,9,5435,0
3210,173,7,5836,0
3211,181,6,5410,0
3212,251,4,4015,0
3213,243,2,4909,0
3214,210,10,4398,1
3215,145,9,4028,0
3216,196,10,4546,0
3217,154,5,5735,1
3218,164,6,4432,1
3219,210,1,4379,1
3220,212,7,5219,0
3221,263,9,4868,1
3222,155,3,5481,1
3223,223,9,4211,0
3224,269,3,4489,0
3225,117,6,4046,0
3226,151,3,4105,1
3227,271,4,4743,1
3228,205,10,5714,0
3229,210,9,5431,1
3230,133,8,4277,0
3231,215,5,5195,1
3232,140,2,4691,0
3233,255,8,5955,1
3234,159,5,4190,0
3235,169,8,5352,1
3236,182,2,4554,1
3237,231,10,4406,1
3238,177,6,4445,0
3239,250,3,5055,1
3240,145,4,5122,1
3241,117,2,4268,1
3242,170,5,4716,1
3243,173,9,5382,1
3244,232,8,4658,1
3245,231,4,5510,0
3246,136,2,4524,1
3247,189,5,4496,1
3248,222,7,5340,0
3249,148,7,5034,1
3250,265,7,5464,1
3251,181,3,5877,0
3252,189,4,5898,1
3253,160,6,4808,1
3254,235,10,4186,0
3255,100,4,4191,0
3256,135,7,5765,1
3257,137,6,4883,0
3258,222,9,5337,0
3259,246,10,4078,1
3260,202,8,5486,1
3261,273,1,5043,1
3262,248,9,5881,1
3263,199,5,4194,0
3264,209,7,4104,1
3265,216,2,4905,0
3266,227,2,4318,1
3267,216,4,4416,0
3268,242,1,5892,1
3269,217,8,4949,1
3270,160,9,4613,0
3271,141,4,5257,0
3272,263,5,4595,0
3273,171,7,5359,1
3274,195,4,4864,0
3275,237,4,5561,1
3276,241,4,5693,1
3277,134,9,4230,1
3278,156,5,5398,1
3279,211,6,6000,0
3280,243,5,4769,0
3281,196,7,4116,1
3282,242,7,4960,0
3283,175,3,4449,0
3284,155,1,5154,0
3285,200,9,4808,1
3286,191,4,4586,0
3287,221,6,5895,0
3288,135,9,4511,0
3289,152,7,5943,1
3290,172,7,4649,0
3291,253,2,5643,1
3292,270,10,5360,0
3293,139,3,5041,0
3294,257,9,5088,0
3295,155,5,4283,1
3296,125,5,4933,1
3297,233,7,4597,1
3298,205,6,4989,1
3299,243,4,4420,1
3300,208,10,4919,0
3301,230,6,4392,0
3302,205,5,4949,1
3303,170,2,5664,0
3304,222,5,4268,0
3305,186,3,4213,0
3306,208,8,5218,0
3307,223,9,5897,0
3308,154,8,4006,0
3309,235,10,4011,0
3310,271,1,4137,0
3311,250,2,5206,0
3312,206,4,5159,0
3313,153,10,5121,1
3314,212,6,4117,1
3315,168,6,5686,0
3316,171,10,5379,1
3317,132,10,4462,1
3318,141,9,4857,0
3319,254,1,4334,0
3320,159,6,5221,0
3321,194,4,4803,1
3322,178,6,4203,0
3323,151,2,5712,1
3324,244,5,4125,1
3325,237,8,5287,1
3326,241,9,5184,0
3327,156,3,5923,0
3328,243,1,5021,0
3329,219,4,4289,0
3330,168,2,5776,0
3331,224,8,5661,0
3332,216,2,5840,1
3333,187,6,4698,0
3334,204,1,4037,1
3335,266,10,4140,0
3336,179,2,4931,1
3337,184,10,4776,0
3338,204,2,4431,0
3339,255,7,4332,1
3340,272,5,5252,0
3341,186,7,4947,1
3342,147,6,4369,0
3343,145,4,5361,1
3344,255,6,5715,0
3345,133,7,4663,0
3346,155,1,4985,0
3347,151,10,4796,0
3348,270,3,4914,1
3349,234,6,4942,0
3350,186,4,4352,0
3351,157,6,5937,0
3352,268,7,5947,0
3353,244,10,4486,1
3354,190,2,4554,0
3355,161,5,5038,0
3356,162,2,5893,1
3357,163,6,5739,0
3358,211,5,5777,1
3359,205,1,4977,1
3360,150,4,4442,1
3361,209,10,4623,1
3362,250,6,5298,0
3363,206,1,4431,1
3364,244,2,4198,0
3365,180,2,4615,1
3366,256,1,5784,1
3367,273,2,5672,1
3368,178,6,4872,0
3369,296,2,1233,0
3370,249,9,1752,0
3371,151,3,5470,0
3372,270,5,5346,0
3373,234,7,4568,1
3374,186,9,5841,0
3375,157,3,5801,0
3376,268,3,5488,1
3377,244,3,4644,1
3378,190,2,4800,0
3379,161,10,5322,0
3380,162,10,4489,1
3381,163,9,5489,1
3382,211,2,4417,0
3383,205,5,4869,1
3384,150,4,5536,0
3385,209,9,5565,0
3386,250,4,4343,0
3387,206,8,4763,1
3388,244,9,5695,0
3389,180,2,5033,1
3390,256,10,4504,1
3391,273,6,4044,1
3392,178,5,4120,1
3393,296,9,1523,1
3394,275,2,1712,1
3395,270,2,4351,1
3396,224,6,4616,0
3397,172,4,4668,0
3398,176,1,4774,0
3399,240,9,4099,0
3400,213,5,4535,1
3401,197,2,5707,0
3402,167,7,4289,1
3403,180,2,5013,1
3404,119,10,4146,1
3405,232,3,5447,0
3406,139,7,5536,0
3407,272,2,4459,1
3408,253,7,4915,0
3409,188,4,5376,0
3410,202,5,5169,0
3411,134,7,5802,1
3412,110,3,4252,1
3413,172,9,4532,1
3414,188,3,4222,0
3415,258,6,5365,1
3416,234,10,5673,0
3417,148,9,5301,0
3418,194,2,5396,0
3419,266,2,5413,1
3420,158,7,5559,1
3421,228,6,4984,1
3422,159,1,5671,0
3423,255,10,4107,0
3424,213,4,5481,1
3425,148,5,4693,1
3426,219,6,5957,1
3427,168,9,5731,1
3428,148,6,4802,0
3429,149,5,5467,0
3430,245,9,4793,0
3431,200,10,5178,1
3432,228,9,5530,0
3433,175,2,4053,0
3434,201,9,5895,1
3435,267,7,5140,0
3436,217,9,5450,0
3437,160,3,4409,0
3438,264,2,4279,1
3439,179,5,5898,1
3440,259,10,4921,1
3441,178,5,5403,0
3442,242,6,4694,0
3443,235,4,5671,0
3444,247,7,5098,0
3445,240,7,4138,1
3446,252,4,5559,0
3447,237,8,5600,1
3448,161,4,5947,0
3449,144,10,4075,0
3450,163,2,5432,1
3451,246,5,5118,0
3452,213,10,5993,1
3453,123,9,5497,0
3454,192,1,4045,1
3455,149,8,5658,1
3456,206,1,4583,0
3457,243,8,5218,0
3458,136,1,4585,1
3459,170,5,5182,0
3460,180,8,4321,1
3461,220,1,5663,0
3462,144,6,5994,1
3463,271,6,4218,0
3464,186,9,4887,1
3465,247,4,5255,1
3466,202,2,4299,1
3467,143,3,5062,1
3468,180,10,5633,0
3469,221,3,4430,1
3470,173,7,4810,1
3471,107,2,4853,0
3472,259,3,4154,1
3473,134,4,4908,0
3474,204,4,4745,0
3475,161,3,4138,0
3476,100,7,5668,1
3477,260,3,5890,0
3478,196,4,4271,0
3479,260,1,4799,1
3480,193,5,4700,0
3481,258,7,4159,0
3482,254,9,4492,0
3483,216,3,4934,0
3484,273,5,5323,0
3485,223,1,4219,0
3486,182,10,5638,0
3487,201,6,5722,1
3488,249,6,5657,1
3489,152,1,5314,1
3490,244,6,4734,1
3491,256,3,4398,1
3492,223,3,5121,0
3493,185,3,4816,1
3494,166,9,4410,0
3495,113,1,5765,1
3496,134,7,5967,0
3497,228,4,4719,1
3498,204,10,5844,1
3499,152,2,4136,0
3500,195,9,5779,1
3501,192,3,5173,0
3502,247,8,4977,0
3503,135,2,4163,0
3504,209,1,5337,0
3505,173,1,4721,0
3506,222,5,5660,0
3507,192,10,4086,1
3508,206,6,5618,0
3509,275,6,4687,1
3510,192,8,5787,1
3511,121,10,5208,0
3512,177,8,4904,0
3513,243,2,4989,0
3514,262,1,4745,1
3515,189,3,5897,1
3516,178,4,5307,0
3517,232,1,4228,1
3518,254,1,4377,1
3519,148,5,4082,1
3520,253,4,4868,1
3521,223,9,5279,1
3522,190,7,4075,0
3523,181,2,5332,0
3524,226,8,5119,0
3525,182,8,4883,0
3526,191,6,4119,0
3527,223,1,4195,0
3528,274,4,4521,0
3529,218,9,5637,0
3530,197,3,5658,0
3531,137,6,5271,0
3532,163,3,5873,1
3533,218,6,4377,1
3534,245,6,4343,1
3535,181,2,4089,0
3536,222,2,4612,0
3537,259,7,4390,1
3538,157,6,5398,1
3539,137,10,4820,1
3540,242,8,4199,0
3541,154,7,4938,0
3542,150,3,4174,0
3543,174,7,5510,1
3544,265,3,5837,1
3545,248,8,4540,0
3546,186,7,5156,1
3547,152,6,5764,1
3548,163,2,5791,1
3549,168,5,5735,1
3550,102,3,4845,1
3551,169,1,4783,1
3552,163,3,4031,1
3553,154,4,5100,0
3554,271,3,4878,0
3555,182,7,5409,1
3556,173,5,5232,0
3557,244,10,5696,0
3558,214,8,4512,0
3559,210,6,4076,0
3560,194,10,5700,0
3561,185,7,4818,1
3562,121,10,5130,1
3563,203,3,4137,0
3564,134,8,5472,0
3565,263,9,5665,1
3566,279,6,5888,1
3567,222,5,5584,0
3568,233,9,4799,1
3569,271,3,4152,0
3570,118,6,5964,0
3571,183,5,4261,1
3572,217,5,4077,0
3573,245,8,4909,1
